team_id,team_name,state,year,num_subscriptions,price_per_subscription,cost_per_subscription,gross_sales,total_cost,profit,profit_margin,team_description,customer_comment
934,Team_934,CA,2023,549,15.47,6.38,8493.03,3502.62,4990.410000000001,0.5875888817065288,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
935,Team_935,OH,2024,507,5.9,7.95,2991.3,4030.65,-1039.35,-0.34745762711864403,High-variance strategy with special bonuses.,Community is fun but needs more tips.
936,Team_936,CA,2024,503,23.67,3.74,11906.01,1881.22,10024.79,0.841994085340093,High-variance strategy with special bonuses.,Not enough detailed analysis.
937,Team_937,NC,2024,478,19.11,2.49,9134.58,1190.22,7944.36,0.8697017268445839,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
938,Team_938,CA,2023,498,19.92,3.25,9920.160000000002,1618.5,8301.660000000002,0.836847389558233,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
939,Team_939,CA,2024,523,20.89,5.53,10925.470000000001,2892.19,8033.280000000001,0.7352800382958353,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
940,Team_940,OH,2023,505,19.95,6.05,10074.75,3055.25,7019.5,0.6967418546365914,High-variance strategy with special bonuses.,Community is fun but needs more tips.
941,Team_941,TX,2024,501,13.82,5.05,6923.82,2530.0499999999997,4393.77,0.6345875542691752,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
942,Team_942,IL,2024,495,19.67,5.52,9736.650000000001,2732.3999999999996,7004.250000000002,0.7193695983731572,"Value-focused picks, aimed at casual players.",Not enough detailed analysis.
943,Team_943,GA,2023,516,17.5,5.76,9030.0,2972.16,6057.84,0.6708571428571428,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
944,Team_944,GA,2024,503,22.08,8.16,11106.24,4104.4800000000005,7001.759999999999,0.6304347826086956,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
945,Team_945,NY,2023,482,21.05,2.84,10146.1,1368.8799999999999,8777.220000000001,0.865083135391924,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
946,Team_946,OH,2023,470,5.83,8.15,2740.1,3830.5,-1090.4,-0.39794168096054894,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
947,Team_947,NY,2023,481,12.58,7.51,6050.9800000000005,3612.31,2438.6700000000005,0.40302066772655015,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
948,Team_948,PA,2023,452,5.69,7.93,2571.88,3584.3599999999997,-1012.4799999999996,-0.3936731107205622,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
949,Team_949,PA,2024,467,7.04,7.88,3287.68,3679.96,-392.2800000000002,-0.11931818181818188,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
950,Team_950,NY,2023,496,17.03,5.76,8446.880000000001,2856.96,5589.920000000001,0.6617733411626542,"Value-focused picks, aimed at casual players.",Not enough detailed analysis.
951,Team_951,OH,2023,472,22.48,3.69,10610.56,1741.68,8868.88,0.8358540925266904,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
952,Team_952,NY,2024,490,7.4,6.29,3626.0,3082.1,543.9000000000001,0.15000000000000002,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
953,Team_953,GA,2024,512,14.02,9.66,7178.24,4945.92,2232.3199999999997,0.31098430813124106,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
954,Team_954,MI,2024,471,23.22,6.71,10936.619999999999,3160.41,7776.209999999999,0.7110249784668389,"Expert tips, deep stats, and community chat included.","Great value, multiple wins!"
955,Team_955,FL,2024,485,21.29,2.09,10325.65,1013.65,9312.0,0.9018318459370597,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
956,Team_956,CA,2024,527,15.39,2.48,8110.530000000001,1306.96,6803.570000000001,0.838856400259909,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
957,Team_957,FL,2023,497,20.43,9.94,10153.71,4940.179999999999,5213.53,0.5134605971610378,"Expert tips, deep stats, and community chat included.",Too expensive for casual use.
958,Team_958,OH,2023,480,15.45,2.58,7416.0,1238.4,6177.6,0.8330097087378642,High-variance strategy with special bonuses.,"Loved the stats, very helpful!"
959,Team_959,FL,2024,505,8.16,2.37,4120.8,1196.8500000000001,2923.95,0.7095588235294117,High-variance strategy with special bonuses.,Community is fun but needs more tips.
960,Team_960,PA,2023,497,7.49,4.82,3722.53,2395.54,1326.9900000000002,0.3564753004005341,High-variance strategy with special bonuses.,Community is fun but needs more tips.
961,Team_961,NC,2024,552,8.77,9.75,4841.04,5382.0,-540.96,-0.11174458380843787,High-variance strategy with special bonuses.,"Loved the stats, very helpful!"
962,Team_962,CA,2023,508,12.02,4.55,6106.16,2311.4,3794.7599999999998,0.6214642262895175,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
963,Team_963,IL,2023,530,23.61,5.28,12513.3,2798.4,9714.9,0.7763659466327827,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
964,Team_964,OH,2023,490,20.99,7.07,10285.099999999999,3464.3,6820.799999999998,0.6631729394949976,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
965,Team_965,CA,2024,521,13.66,2.19,7116.86,1140.99,5975.87,0.8396778916544656,"Expert tips, deep stats, and community chat included.","Great value, multiple wins!"
966,Team_966,FL,2023,487,14.86,9.18,7236.82,4470.66,2766.16,0.38223418573351275,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
967,Team_967,PA,2024,465,10.31,6.16,4794.150000000001,2864.4,1929.7500000000005,0.402521823472357,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
968,Team_968,TX,2023,529,19.09,5.73,10098.61,3031.17,7067.4400000000005,0.6998428496595076,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
969,Team_969,MI,2023,447,21.06,8.89,9413.82,3973.8300000000004,5439.99,0.5778727445394112,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
970,Team_970,IL,2024,537,9.78,9.62,5251.86,5165.94,85.92000000000007,0.016359918200409013,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
971,Team_971,MI,2024,461,5.84,5.39,2692.24,2484.79,207.44999999999982,0.07705479452054788,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
972,Team_972,CA,2023,512,17.48,3.38,8949.76,1730.56,7219.200000000001,0.8066361556064073,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
973,Team_973,PA,2024,462,16.25,8.53,7507.5,3940.8599999999997,3566.6400000000003,0.4750769230769231,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
974,Team_974,PA,2023,490,13.04,5.23,6389.599999999999,2562.7000000000003,3826.899999999999,0.5989263803680981,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
975,Team_975,FL,2023,516,17.88,9.48,9226.08,4891.68,4334.4,0.4697986577181208,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
976,Team_976,GA,2023,480,16.01,9.6,7684.800000000001,4608.0,3076.800000000001,0.40037476577139297,High-variance strategy with special bonuses.,Too expensive for casual use.
977,Team_977,FL,2024,479,10.01,2.92,4794.79,1398.68,3396.1099999999997,0.7082917082917082,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
978,Team_978,GA,2024,464,12.95,9.65,6008.799999999999,4477.6,1531.199999999999,0.25482625482625465,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
979,Team_979,GA,2023,495,13.56,4.95,6712.2,2450.25,4261.95,0.6349557522123894,High-variance strategy with special bonuses.,Not enough detailed analysis.
980,Team_980,IL,2024,514,22.6,7.17,11616.400000000001,3685.38,7931.020000000001,0.6827433628318584,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
981,Team_981,FL,2023,472,24.22,2.28,11431.84,1076.1599999999999,10355.68,0.9058629232039637,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
982,Team_982,TX,2023,510,22.86,9.11,11658.6,4646.099999999999,7012.500000000001,0.6014873140857393,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
983,Team_983,NY,2023,520,19.38,7.13,10077.6,3707.6,6370.0,0.632094943240454,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
984,Team_984,NY,2023,487,16.7,7.15,8132.9,3482.05,4650.849999999999,0.5718562874251497,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
985,Team_985,FL,2023,456,18.79,9.22,8568.24,4204.320000000001,4363.919999999999,0.5093134646088344,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
986,Team_986,FL,2023,517,23.78,6.07,12294.26,3138.19,9156.07,0.7447434819175778,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
987,Team_987,MI,2024,471,10.0,5.28,4710.0,2486.88,2223.12,0.472,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
988,Team_988,IL,2023,487,15.7,8.93,7645.9,4348.91,3296.99,0.43121019108280256,"Expert tips, deep stats, and community chat included.","Great value, multiple wins!"
989,Team_989,FL,2023,509,18.79,7.94,9564.109999999999,4041.46,5522.649999999999,0.5774348057477381,High-variance strategy with special bonuses.,"Loved the stats, very helpful!"
990,Team_990,MI,2023,490,18.58,9.59,9104.199999999999,4699.1,4405.0999999999985,0.483853606027987,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
991,Team_991,GA,2023,532,10.05,9.52,5346.6,5064.639999999999,281.96000000000095,0.05273631840796037,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
992,Team_992,PA,2023,514,16.73,5.06,8599.22,2600.8399999999997,5998.379999999999,0.6975493126120741,High-variance strategy with special bonuses.,Not enough detailed analysis.
993,Team_993,PA,2024,536,20.92,5.58,11213.12,2990.88,8222.240000000002,0.7332695984703633,High-variance strategy with special bonuses.,Not enough detailed analysis.
994,Team_994,GA,2023,508,14.5,4.05,7366.0,2057.4,5308.6,0.7206896551724138,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
995,Team_995,OH,2024,509,20.87,7.29,10622.83,3710.61,6912.219999999999,0.6506947771921417,High-variance strategy with special bonuses.,Not enough detailed analysis.
996,Team_996,MI,2024,497,12.2,4.92,6063.4,2445.24,3618.16,0.5967213114754099,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
997,Team_997,MI,2023,476,23.78,8.29,11319.28,3946.0399999999995,7373.240000000002,0.6513877207737596,High-variance strategy with special bonuses.,Community is fun but needs more tips.
998,Team_998,GA,2024,478,15.68,2.97,7495.04,1419.66,6075.38,0.8105867346938775,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
999,Team_999,TX,2023,511,16.92,2.93,8646.12,1497.23,7148.890000000001,0.8268321513002365,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
1000,Team_1000,NC,2024,548,5.63,3.64,3085.24,1994.72,1090.5199999999998,0.3534635879218472,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1001,Team_1001,CA,2023,496,8.41,2.67,4171.36,1324.32,2847.04,0.6825208085612366,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1002,Team_1002,GA,2023,479,17.66,6.96,8459.14,3333.84,5125.299999999999,0.6058890147225368,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
1003,Team_1003,FL,2023,517,13.4,3.18,6927.8,1644.0600000000002,5283.74,0.762686567164179,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1004,Team_1004,FL,2023,530,15.16,3.28,8034.8,1738.3999999999999,6296.400000000001,0.7836411609498681,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1005,Team_1005,IL,2023,476,6.26,2.11,2979.7599999999998,1004.3599999999999,1975.3999999999999,0.6629392971246006,Newcomer friendly; easy setup and low cost.,Not enough detailed analysis.
1006,Team_1006,GA,2023,496,21.68,8.26,10753.28,4096.96,6656.320000000001,0.6190036900369004,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1007,Team_1007,IL,2023,505,20.69,8.5,10448.45,4292.5,6155.950000000001,0.5891735137747705,High-variance strategy with special bonuses.,"Great value, multiple wins!"
1008,Team_1008,GA,2024,516,8.71,3.3,4494.360000000001,1702.8,2791.5600000000004,0.6211251435132032,High-variance strategy with special bonuses.,Too expensive for casual use.
1009,Team_1009,MI,2024,503,17.69,7.92,8898.070000000002,3983.7599999999998,4914.310000000001,0.5522894290559639,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
1010,Team_1010,CA,2023,513,21.37,5.47,10962.810000000001,2806.1099999999997,8156.700000000002,0.7440336920917174,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
1011,Team_1011,MI,2023,536,17.82,3.92,9551.52,2101.12,7450.400000000001,0.7800224466891134,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
1012,Team_1012,NC,2024,500,11.21,6.97,5605.0,3485.0,2120.0,0.37823371989295274,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
1013,Team_1013,PA,2024,471,18.12,3.43,8534.52,1615.53,6918.990000000001,0.8107064017660045,High-variance strategy with special bonuses.,Not enough detailed analysis.
1014,Team_1014,NY,2024,529,9.21,8.06,4872.09,4263.740000000001,608.3499999999995,0.12486427795874039,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
1015,Team_1015,GA,2023,515,11.37,2.38,5855.549999999999,1225.7,4629.849999999999,0.7906772207563765,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
1016,Team_1016,NC,2023,462,9.8,9.67,4527.6,4467.54,60.0600000000004,0.013265306122449068,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1017,Team_1017,PA,2023,483,16.14,2.58,7795.62,1246.14,6549.48,0.8401486988847583,High-variance strategy with special bonuses.,Not enough detailed analysis.
1018,Team_1018,OH,2023,498,7.16,6.64,3565.6800000000003,3306.72,258.9600000000005,0.07262569832402248,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
1019,Team_1019,CA,2024,543,23.67,9.22,12852.810000000001,5006.46,7846.350000000001,0.6104773975496409,High-variance strategy with special bonuses.,"Great value, multiple wins!"
1020,Team_1020,IL,2024,534,11.67,2.1,6231.78,1121.4,5110.379999999999,0.820051413881748,High-variance strategy with special bonuses.,Not enough detailed analysis.
1021,Team_1021,IL,2023,497,9.38,5.99,4661.860000000001,2977.03,1684.8300000000004,0.361407249466951,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1022,Team_1022,MI,2024,487,14.93,4.8,7270.91,2337.6,4933.3099999999995,0.6784996651038178,High-variance strategy with special bonuses.,"Great value, multiple wins!"
1023,Team_1023,FL,2023,498,10.54,6.64,5248.919999999999,3306.72,1942.1999999999994,0.37001897533206823,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
1024,Team_1024,PA,2023,470,15.7,3.8,7379.0,1786.0,5593.0,0.7579617834394905,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
1025,Team_1025,OH,2023,491,11.97,2.52,5877.27,1237.32,4639.950000000001,0.7894736842105263,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1026,Team_1026,NC,2024,514,7.64,7.01,3926.96,3603.14,323.82000000000016,0.08246073298429324,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
1027,Team_1027,CA,2023,562,10.32,5.33,5799.84,2995.46,2804.38,0.48352713178294576,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
1028,Team_1028,PA,2024,499,13.77,6.98,6871.23,3483.0200000000004,3388.209999999999,0.49310094408133615,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
1029,Team_1029,OH,2024,466,5.61,3.68,2614.26,1714.88,899.3800000000001,0.34402852049910876,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
1030,Team_1030,NY,2023,480,20.41,4.71,9796.8,2260.8,7535.999999999999,0.7692307692307692,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
1031,Team_1031,GA,2023,526,17.44,6.49,9173.44,3413.7400000000002,5759.700000000001,0.6278669724770642,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1032,Team_1032,IL,2024,443,17.03,6.74,7544.290000000001,2985.82,4558.470000000001,0.6042278332354669,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
1033,Team_1033,NC,2023,540,15.92,4.98,8596.8,2689.2000000000003,5907.5999999999985,0.6871859296482411,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
1034,Team_1034,IL,2024,467,16.81,4.24,7850.2699999999995,1980.0800000000002,5870.19,0.7477691850089233,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
1035,Team_1035,NC,2024,487,23.69,4.19,11537.03,2040.5300000000002,9496.5,0.823132123258759,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1036,Team_1036,MI,2023,494,5.17,3.4,2553.98,1679.6,874.3800000000001,0.3423597678916828,Newcomer friendly; easy setup and low cost.,Not enough detailed analysis.
1037,Team_1037,FL,2023,510,5.96,4.6,3039.6,2346.0,693.5999999999999,0.22818791946308722,Newcomer friendly; easy setup and low cost.,Not enough detailed analysis.
1038,Team_1038,NC,2024,432,8.83,3.6,3814.56,1555.2,2259.3599999999997,0.5922989807474518,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
1039,Team_1039,IL,2024,509,8.35,7.07,4250.15,3598.63,651.5199999999995,0.1532934131736526,"Value-focused picks, aimed at casual players.",Not enough detailed analysis.
1040,Team_1040,MI,2023,508,8.62,6.55,4378.96,3327.4,1051.56,0.24013921113689093,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
1041,Team_1041,NC,2023,469,18.44,5.06,8648.36,2373.14,6275.220000000001,0.725596529284165,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1042,Team_1042,NY,2023,472,14.19,4.61,6697.679999999999,2175.92,4521.759999999999,0.6751233262861169,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
1043,Team_1043,FL,2024,439,24.84,3.9,10904.76,1712.1,9192.66,0.8429951690821256,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
1044,Team_1044,NC,2024,511,9.54,6.28,4874.94,3209.08,1665.8599999999997,0.34171907756813413,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
1045,Team_1045,MI,2024,490,11.22,9.35,5497.8,4581.5,916.3000000000002,0.16666666666666669,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1046,Team_1046,PA,2023,523,24.68,7.49,12907.64,3917.27,8990.369999999999,0.696515397082658,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1047,Team_1047,TX,2023,503,21.64,7.96,10884.92,4003.88,6881.04,0.6321626617375231,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1048,Team_1048,OH,2024,477,14.4,8.68,6868.8,4140.36,2728.4400000000005,0.3972222222222223,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
1049,Team_1049,TX,2023,492,16.09,4.81,7916.28,2366.52,5549.76,0.7010565568676197,Newcomer friendly; easy setup and low cost.,Not enough detailed analysis.
1050,Team_1050,TX,2023,485,21.86,2.5,10602.1,1212.5,9389.6,0.8856358645928637,High-variance strategy with special bonuses.,Community is fun but needs more tips.
1051,Team_1051,CA,2023,500,14.62,6.98,7310.0,3490.0,3820.0,0.5225718194254446,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1052,Team_1052,NY,2024,513,9.12,3.51,4678.5599999999995,1800.6299999999999,2877.9299999999994,0.6151315789473684,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
1053,Team_1053,PA,2024,449,21.57,6.55,9684.93,2940.95,6743.9800000000005,0.6963375057950858,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
1054,Team_1054,GA,2023,490,15.76,7.92,7722.4,3880.8,3841.5999999999995,0.4974619289340101,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1055,Team_1055,NC,2023,535,8.06,8.27,4312.1,4424.45,-112.34999999999945,-0.026054590570719474,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
1056,Team_1056,OH,2024,523,15.11,4.41,7902.53,2306.4300000000003,5596.099999999999,0.7081403044341495,Newcomer friendly; easy setup and low cost.,"Loved the stats, very helpful!"
1057,Team_1057,FL,2024,470,13.26,6.1,6232.2,2867.0,3365.2,0.5399698340874811,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
1058,Team_1058,PA,2023,479,22.54,6.97,10796.66,3338.6299999999997,7458.030000000001,0.6907719609582964,"Value-focused picks, aimed at casual players.","Loved the stats, very helpful!"
1059,Team_1059,IL,2023,523,7.52,8.56,3932.9599999999996,4476.88,-543.9200000000005,-0.13829787234042568,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
1060,Team_1060,GA,2023,528,22.5,8.09,11880.0,4271.5199999999995,7608.4800000000005,0.6404444444444445,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1061,Team_1061,CA,2024,507,15.24,9.9,7726.68,5019.3,2707.38,0.35039370078740156,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
1062,Team_1062,CA,2023,509,13.09,2.06,6662.8099999999995,1048.54,5614.2699999999995,0.8426279602750191,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1063,Team_1063,PA,2023,505,8.24,5.5,4161.2,2777.5,1383.6999999999998,0.33252427184466016,"Value-focused picks, aimed at casual players.",Not enough detailed analysis.
1064,Team_1064,MI,2024,432,19.02,4.05,8216.64,1749.6,6467.039999999999,0.7870662460567823,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
1065,Team_1065,TX,2024,508,23.54,2.96,11958.32,1503.68,10454.64,0.8742565845369583,High-variance strategy with special bonuses.,Community is fun but needs more tips.
1066,Team_1066,IL,2023,479,12.51,9.29,5992.29,4449.91,1542.38,0.25739408473221426,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
1067,Team_1067,CA,2024,529,9.83,9.98,5200.07,5279.42,-79.35000000000036,-0.01525940996948125,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
1068,Team_1068,OH,2023,511,16.1,3.44,8227.1,1757.84,6469.26,0.7863354037267081,High-variance strategy with special bonuses.,Too expensive for casual use.
1069,Team_1069,CA,2023,484,20.92,2.31,10125.28,1118.04,9007.240000000002,0.8895793499043978,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
1070,Team_1070,FL,2023,538,5.08,4.2,2733.04,2259.6,473.44000000000005,0.17322834645669294,High-variance strategy with special bonuses.,Not enough detailed analysis.
1071,Team_1071,NC,2024,461,17.63,8.68,8127.429999999999,4001.48,4125.949999999999,0.5076574021554168,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1072,Team_1072,CA,2023,466,16.93,4.35,7889.38,2027.1,5862.280000000001,0.7430596574128766,Aggressive lineup with weekly analysis and premium picks.,Community is fun but needs more tips.
1073,Team_1073,FL,2024,507,11.36,2.46,5759.5199999999995,1247.22,4512.299999999999,0.783450704225352,"Expert tips, deep stats, and community chat included.",Too expensive for casual use.
1074,Team_1074,PA,2024,534,14.03,2.42,7492.0199999999995,1292.28,6199.74,0.827512473271561,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
1075,Team_1075,PA,2024,465,9.94,5.42,4622.099999999999,2520.3,2101.7999999999993,0.45472837022132784,High-variance strategy with special bonuses.,"Great value, multiple wins!"
1076,Team_1076,GA,2024,488,20.8,9.45,10150.4,4611.599999999999,5538.8,0.545673076923077,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
1077,Team_1077,CA,2024,521,17.69,4.29,9216.49,2235.09,6981.4,0.7574901074053138,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1078,Team_1078,OH,2023,495,15.65,5.42,7746.75,2682.9,5063.85,0.6536741214057509,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1079,Team_1079,CA,2023,486,12.85,2.82,6245.099999999999,1370.52,4874.58,0.7805447470817121,Newcomer friendly; easy setup and low cost.,Too expensive for casual use.
1080,Team_1080,OH,2024,469,10.83,5.95,5079.27,2790.55,2288.7200000000003,0.45060018467220686,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1081,Team_1081,NY,2023,527,21.45,7.57,11304.15,3989.3900000000003,7314.759999999999,0.6470862470862471,"Expert tips, deep stats, and community chat included.",Community is fun but needs more tips.
1082,Team_1082,GA,2024,461,14.03,4.17,6467.83,1922.37,4545.46,0.7027797576621525,"Expert tips, deep stats, and community chat included.","Loved the stats, very helpful!"
1083,Team_1083,NY,2024,498,15.03,4.37,7484.94,2176.26,5308.679999999999,0.7092481703260146,Newcomer friendly; easy setup and low cost.,Not enough detailed analysis.
1084,Team_1084,CA,2023,491,15.42,8.74,7571.22,4291.34,3279.88,0.43320363164721143,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1085,Team_1085,GA,2024,505,13.97,2.08,7054.85,1050.4,6004.450000000001,0.8511095204008591,"Value-focused picks, aimed at casual players.",Community is fun but needs more tips.
1086,Team_1086,NY,2023,490,10.12,7.09,4958.799999999999,3474.1,1484.6999999999994,0.29940711462450587,"Value-focused picks, aimed at casual players.","Great value, multiple wins!"
1087,Team_1087,TX,2023,489,7.41,5.15,3623.4900000000002,2518.3500000000004,1105.1399999999999,0.30499325236167335,Aggressive lineup with weekly analysis and premium picks.,Not enough detailed analysis.
1088,Team_1088,CA,2023,503,6.97,4.39,3505.91,2208.1699999999996,1297.7400000000002,0.37015781922525115,"Value-focused picks, aimed at casual players.",Not enough detailed analysis.
1089,Team_1089,NY,2023,543,20.15,7.26,10941.449999999999,3942.18,6999.269999999999,0.6397022332506203,High-variance strategy with special bonuses.,Not enough detailed analysis.
1090,Team_1090,TX,2024,538,9.47,8.68,5094.860000000001,4669.84,425.02000000000044,0.08342133051742352,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1091,Team_1091,TX,2024,507,6.11,6.47,3097.77,3280.29,-182.51999999999998,-0.05891980360065466,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1092,Team_1092,PA,2024,504,20.95,2.25,10558.8,1134.0,9424.8,0.8926014319809069,Aggressive lineup with weekly analysis and premium picks.,"Loved the stats, very helpful!"
1093,Team_1093,CA,2023,519,8.08,5.69,4193.52,2953.11,1240.4100000000003,0.29579207920792083,Aggressive lineup with weekly analysis and premium picks.,"Great value, multiple wins!"
1094,Team_1094,TX,2023,519,17.5,5.7,9082.5,2958.3,6124.2,0.6742857142857143,"Expert tips, deep stats, and community chat included.",Not enough detailed analysis.
1095,Team_1095,PA,2024,497,11.77,6.35,5849.69,3155.95,2693.74,0.46049277824978757,High-variance strategy with special bonuses.,Not enough detailed analysis.
1096,Team_1096,NY,2023,513,7.53,7.37,3862.8900000000003,3780.81,82.08000000000038,0.02124833997343967,Newcomer friendly; easy setup and low cost.,Community is fun but needs more tips.
1097,Team_1097,FL,2024,486,13.29,2.15,6458.94,1044.8999999999999,5414.04,0.8382242287434162,"Value-focused picks, aimed at casual players.",Too expensive for casual use.
1098,Team_1098,CA,2024,486,5.3,6.02,2575.7999999999997,2925.72,-349.9200000000001,-0.13584905660377364,Aggressive lineup with weekly analysis and premium picks.,Too expensive for casual use.
1099,Team_1099,GA,2024,489,21.82,6.71,10669.98,3281.19,7388.789999999999,0.6924839596700274,Newcomer friendly; easy setup and low cost.,"Great value, multiple wins!"
